text,label,number_ratio,special_char_ratio,spam_words,text_length,word_count
you are a winner u have been specially selected 2 receive 1000 or a 4 holiday flights inc speak to a live operator 2 claim 0871277810910p min 18,1,0.1527777777777778,0.0,1,144,28
goodo! yes we must speak friday - egg-potato ratio for tortilla needed!,0,0.0,0.056338028169014086,0,71,12
hmm my uncle just informed me that he's paying the school directly. so pls buy food.,0,0.0,0.03571428571428571,0,84,16
private! your 2004 account statement for 07742676969 shows 786 unredeemed bonus points. to claim call 08719180248 identifier code 45239 expires,1,0.23776223776223776,0.013986013986013986,0,143,20
"urgent! your mobile no. was awarded 2000 bonus caller prize on 5 9 03 this is our final try to contact u! call from landline 09064019788 box42wr29c, 150ppm",1,0.16774193548387098,0.025806451612903226,2,155,28
here is my new address -apples pairs all that malarky,0,0.0,0.018867924528301886,0,53,10
todays voda numbers ending 7548 are selected to receive a 350 award. if you have a match please call 08712300220 quoting claim code 4041 standard rates app,1,0.14193548387096774,0.0064516129032258064,0,155,27
i am going to sao mu today. will be done only at 12,0,0.0392156862745098,0.0196078431372549,0,51,13
predict wat time 'll finish buying?,0,0.0,0.05714285714285714,0,35,6
"good stuff, will do.",0,0.0,0.1,0,20,4
"just so that you know,yetunde hasn't sent money yet. i just sent her a text not to bother sending. so its over, you dont have to involve yourself in anything. i shouldn't have imposed anything on you in the first place so for that, i apologise.",0,0.0,0.036885245901639344,2,244,46
are you there in room.,0,0.0,0.045454545454545456,0,22,5
hey girl. how r u? hope u r well me an del r bak! again long time no c! give me a call sum time from lucyxx,0,0.0,0.037383177570093455,0,107,27
k k how much does it cost?,0,0.0,0.038461538461538464,0,26,7
i'm home.,0,0.0,0.2222222222222222,0,9,2
"dear, will call tmorrow.pls accomodate.",0,0.0,0.07692307692307693,0,39,5
first answer my question.,0,0.0,0.04,0,25,4
sunshine quiz wkly q! win a top sony dvd player if u know which country the algarve is in? txt ansr to 82277. 1.50 sp tyrone,1,0.06451612903225806,0.03225806451612903,2,124,26
want 2 get laid tonight? want real dogging locations sent direct 2 ur mob? join the uk's largest dogging network bt txting gravel to 69888! nt. ec2a.,1,0.053691275167785234,0.040268456375838924,0,149,27
i only haf msn. it's,0,0.0,0.1,0,20,5
he is there. you call and meet him,0,0.0,0.029411764705882353,0,34,8
no no. i will check all rooms befor activities,0,0.0,0.021739130434782608,0,46,9
you'll not rcv any more msgs from the chat svc. for free hardcore services text go to 69988 if u get nothing u must age verify with yr network try again,1,0.03289473684210526,0.013157894736842105,2,152,31
got c  i lazy to type  i forgot in lect  i saw a pouch but like not v nice,0,0.0,0.0,0,74,19
"k, text me when you're on the way",0,0.0,0.06060606060606061,0,33,8
"sir, waiting for your mail.",0,0.0,0.07407407407407407,0,27,5
a swt thought nver get tired of doing little things 4 lovable persons  coz somtimes those little things occupy d biggest part in their hearts  gud ni8,0,0.013333333333333334,0.0,0,150,27
i know you are. can you pls open the back?,0,0.0,0.047619047619047616,1,42,10
yes see ya not on the dot,0,0.0,0.0,0,25,7
whats the staff name who is taking class for us?,0,0.0,0.020833333333333332,0,48,10
"freemsg why haven't you replied to my text? i'm randy, sexy, female and live local. luv to hear from u. netcollex ltd 08700621170150p per msg reply stop to end",1,0.0880503144654088,0.0440251572327044,1,159,29
ummma.will call after check in.our life will begin from qatar so pls pray very hard.,0,0.0,0.03571428571428571,0,84,15
k i deleted my contact that why?,0,0.0,0.03125,0,32,7
sindu got job in birla soft,0,0.0,0.0,0,27,6
the wine is flowing and i'm i have nevering,0,0.0,0.023255813953488372,1,43,9
yup i thk cine is better cos no need 2 go down 2 plaza mah.,0,0.03389830508474576,0.01694915254237288,0,59,15
ok  ur typical reply,0,0.0,0.0,0,20,4
"you are everywhere dirt, on the floor, the windows, even on my shirt. and sometimes when i open my mouth, you are all that comes flowing out. i dream of my world without you, then half my chores are out too. a time of joy for me, lots of tv shows i.ll see. but i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",0,0.0,0.041666666666666664,1,384,80
aaooooright are you at work?,0,0.0,0.03571428571428571,0,28,5
i'm leaving my house now,0,0.0,0.041666666666666664,1,24,5
"hello, my love. what are you doing? did you get to that interview today? are you you happy? are you being a good boy? do you think of me?are you missing me ?",0,0.0,0.050955414012738856,0,157,33
customer service annoncement. you have a new years delivery waiting for you. please call 07046744435 now to arrange delivery,1,0.08870967741935484,0.016129032258064516,1,124,19
you are a winner u have been specially selected 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810810,1,0.14184397163120568,0.0,2,141,27
keep yourself safe for me because i need you and i miss you already and i envy everyone that see's you in real life,0,0.0,0.008695652173913044,0,115,24
new car and house for my parents. i have only new job in hand,0,0.0,0.01639344262295082,0,61,14
i'm so in love with you. i'm excited each day i spend with you. you make me so happy.,0,0.0,0.058823529411764705,0,85,19
-pls stop bootydelious 32 f is inviting you to be her friend. reply yes-434 or no-434 see her stop? send stop frnd to 62468,1,0.10569105691056911,0.04065040650406504,0,123,24
"bangbabes ur order is on the way. u should receive a service msg 2 download ur content. if u do not, goto wap. bangb. tv on ur mobile internet service menu",1,0.0064516129032258064,0.03225806451612903,0,155,31
i place all ur points on e cultures module already.,0,0.0,0.0196078431372549,0,51,10
urgent! we are trying to contact you. last weekends draw shows that you have won a 900 prize guaranteed. call 09061701939. claim code s89. valid 12hrs only,1,0.11612903225806452,0.03225806451612903,3,155,27
"hi frnd, which is best way to avoid missunderstding wit our beloved one's?",0,0.0,0.04054054054054054,0,74,13
great escape. i fancy the bridge but needs her lager. see you tomo,0,0.0,0.030303030303030304,0,66,13
yes it completely in out of form clark also utter waste.,0,0.0,0.017857142857142856,0,56,11
"sir, i need axis bank account no and bank address.",0,0.0,0.04,0,50,10
"hmmm  thk sure got time to hop ard  ya, can go 4 free abt  muz call u to discuss liao",0,0.011764705882352941,0.011764705882352941,1,85,20
what time you coming down later?,0,0.0,0.03125,0,32,6
"bloody hell, cant believe you forgot my surname mr . ill give u a clue, its spanish and begins with m",0,0.0,0.0297029702970297,0,101,21
"well, i'm gonna finish my bath now. have a good fine night.",0,0.0,0.06779661016949153,1,59,12
let me know when you've got the money so carlos can make the call,0,0.0,0.015384615384615385,2,65,14
u still going to the mall?,0,0.0,0.038461538461538464,0,26,6
"turns out my friends are staying for the whole show and won't be back til lt gt , so feel free to go ahead and smoke that lt gt worth",0,0.0,0.015037593984962405,1,133,30
text her. if she doesnt reply let me know so i can have her log in,0,0.0,0.015151515151515152,1,66,16
hi! you just spoke to maneesha v. we'd like to know if you were satisfied with the experience. reply toll free with yes or no.,0,0.0,0.03968253968253968,2,126,25
you lifted my hopes with the offer of money. i am in need. especially when the end of the month approaches and it hurts my studying. anyways have a gr8 weekend,0,0.006289308176100629,0.018867924528301886,2,159,31
lol no. u can trust me.,0,0.0,0.08695652173913043,0,23,6
ok. i am a gentleman and will treat you with dignity and respect.,0,0.0,0.03076923076923077,0,65,13
"he will, you guys close?",0,0.0,0.08333333333333333,0,24,5
going on nothing great.bye,0,0.0,0.038461538461538464,0,26,4
hello handsome ! are you finding that job ? not being lazy ? working towards getting back that net for mummy ? where's my boytoy now ? does he miss me ?,0,0.0,0.046052631578947366,1,152,32
"haha awesome, be there in a minute",0,0.0,0.029411764705882353,0,34,7
please call our customer service representative on freephone 0808 145 4742 between 9am-11pm as you have won a guaranteed 1000 cash or 5000 prize!,1,0.15172413793103448,0.013793103448275862,4,145,24
have you got xmas radio times. if not i will get it now,0,0.0,0.01818181818181818,1,55,13
i jus reached home. i go bathe first. but my sis using net tell u when she finishes k,0,0.0,0.023529411764705882,0,85,19
are you unique enough? find out from 30th august.,1,0.04081632653061224,0.04081632653061224,0,49,9
i'm sorry. i've joined the league of people that dont keep in touch. you mean a great deal to me. you have been a friend at all times even at great personal cost. do have a great week.,0,0.0,0.03804347826086957,1,184,38
hi finally i completed the course,0,0.0,0.0,0,33,6
it will stop on itself. i however suggest she stays with someone that will be able to give ors for every stool.,0,0.0,0.018018018018018018,0,111,22
how are you doing? hope you've settled in for the new school year. just wishin you a gr8 day,0,0.010869565217391304,0.03260869565217391,0,92,19
gud mrng dear hav a nice day,0,0.0,0.0,0,28,7
did u got that persons story,0,0.0,0.0,0,28,6
is your hamster dead? hey so tmr i meet you at 1pm orchard mrt?,0,0.015873015873015872,0.031746031746031744,0,63,14
hi its kate how is your evening? i hope i can see you tomorrow for a bit but i have to bloody babyjontet! txt back if u can. xxx,0,0.0,0.0234375,0,128,29
"found it, enc lt gt , where you at?",0,0.0,0.08571428571428572,0,35,9
i sent you lt gt bucks,0,0.0,0.0,0,22,6
hello darlin ive finished college now so txt me when u finish if u can love kate xxx,0,0.0,0.0,1,84,18
your account has been refilled successfully by inr lt decimal gt . your keralacircle prepaid account balance is rs lt decimal gt . your transaction id is kr lt gt .,0,0.0,0.018292682926829267,0,164,31
goodmorning sleeping ga.,0,0.0,0.041666666666666664,0,24,3
u call me alter at 11 ok.,0,0.08,0.04,0,25,7
say until like dat i dun buy ericsson oso cannot oredi lar,0,0.0,0.0,0,58,12
"aight yo, dats straight dogg",0,0.0,0.03571428571428571,0,28,5
you please give us connection today itself before lt decimal gt or refund the bill,0,0.0,0.0,0,82,15
both i shoot big loads so get ready!,0,0.0,0.027777777777777776,0,36,8
"what's up bruv, hope you had a great break. do have a rewarding semester.",0,0.0,0.0547945205479452,0,73,14
home so we can always chat,0,0.0,0.0,0,26,6
k k good study well.,0,0.0,0.05,0,20,5
yup  how noe leh,0,0.0,0.0,0,16,4
sounds great! are you home now?,0,0.0,0.06451612903225806,1,31,6
finally the match heading towards draw as your prediction.,0,0.0,0.017241379310344827,0,58,9
tired. i haven't slept well the past few nights.,0,0.0,0.0625,0,48,9
easy ah?sen got selected means its good,0,0.0,0.02564102564102564,0,39,7
i have to take exam with march 3,0,0.03125,0.0,0,32,8
yeah you should. i think you can use your gt atm now to register. not sure but if there's anyway i can help let me know. but when you do be sure you are ready.,0,0.0,0.031446540880503145,1,159,35
ok no prob. take ur time.,0,0.0,0.08,0,25,6
there is os called ubandu which will run without installing in hard disk you can use that os to copy the important files in system and give it to repair shop,0,0.0,0.0,0,157,31
u say leh  of course nothing happen lar. not say v romantic jus a bit only lor. i thk e nite scenery not so nice leh.,0,0.0,0.02564102564102564,0,117,26
"500 new mobiles from 2004, must go! txt nokia to no 89545 collect yours today!from only 1 2optout 087187262701.50gbp mtmsg18",1,0.24193548387096775,0.03225806451612903,0,124,20
would really appreciate if you call me. just need someone to talk to.,0,0.0,0.028985507246376812,0,69,13
"will u meet ur dream partner soon? is ur career off 2 a flyng start? 2 find out free, txt horo followed by ur star sign, e. g. horo aries",1,0.014598540145985401,0.043795620437956206,1,137,30
hey company elama po mudyadhu.,0,0.0,0.03333333333333333,0,30,5
"life is more strict than teacher  bcoz teacher teaches lesson amp then conducts exam, but life first conducts exam amp then teaches lessons. happy morning. . .",0,0.0,0.031446540880503145,0,159,27
dear good morning now only i am up,0,0.0,0.0,1,34,8
get down in gandhipuram and walk to cross cut road. right side lt gt street road and turn at first right.,0,0.0,0.01904761904761905,0,105,21
dear we are going to our rubber place,0,0.0,0.0,0,37,8
"sorry battery died, yeah i'm here",0,0.0,0.06060606060606061,0,33,6
yes here tv is always available in work place,0,0.0,0.0,0,45,9
text meet someone sexy today. u can find a date or even flirt its up to u. join 4 just 10p. reply with name age eg sam 25. 18 -msg pence,1,0.051470588235294115,0.03676470588235294,0,136,31
i have printed it oh. so lt gt come upstairs,0,0.0,0.022727272727272728,0,44,10
or ill be a little closer like at the bus stop on the same street,0,0.0,0.0,0,65,15
where are you?when wil you reach here?,0,0.0,0.05263157894736842,0,38,7
"new theory argument wins d situation, but loses the person. so dont argue with ur friends just  . . . kick them amp say, i'm always correct.!",0,0.0,0.06382978723404255,1,141,27
u 447801259231 have a secret admirer who is looking 2 make contact with u-find out who they r reveal who thinks ur so special-call on 09058094597,1,0.16551724137931034,0.013793103448275862,0,145,26
tomarrow final hearing on my laptop case so i cant.,0,0.0,0.0196078431372549,0,51,10
pleassssssseeeeee tel me v avent done sportsx,0,0.0,0.0,0,45,7
"okay. no no, just shining on. that was meant to be signing, but that sounds better.",0,0.0,0.060240963855421686,0,83,16
"although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. thanx 4 everything dat u've done today, i'm touched",0,0.006578947368421052,0.039473684210526314,1,152,32
u don't remember that old commercial?,0,0.0,0.05405405405405406,0,37,6
too late. i said i have the website. i didn't i have or dont have the slippers,0,0.0,0.038461538461538464,0,78,17
i asked you to call him now ok,0,0.0,0.0,1,30,8
kallis wont bat in 2nd innings.,0,0.03225806451612903,0.03225806451612903,0,31,6
it didnt work again oh. ok goodnight then. i.ll fix and have it ready by the time you wake up. you are very dearly missed have a good night sleep.,0,0.0,0.03424657534246575,0,146,30
congratulations ur awarded 500 of cd vouchers or 125gift guaranteed free entry 2 100 wkly draw txt music to 87066 tncs,1,0.1271186440677966,0.0,3,118,21
ranjith cal drpd deeraj and deepak 5min hold,0,0.022727272727272728,0.0,0,44,8
"wen ur lovable bcums angry wid u, dnt take it seriously  coz being angry is d most childish n true way of showing deep affection, care n luv!  kettoda manda  have nice day da.",0,0.0,0.022857142857142857,1,175,34
what you doing?how are you?,0,0.0,0.07407407407407407,0,27,5
"ups which is 3days also, and the shipping company that takes 2wks. the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",0,0.0111731843575419,0.01675977653631285,0,179,37
"i'm back, lemme know when you're ready",0,0.0,0.07894736842105263,1,38,7
don't necessarily expect it to be done before you get back though because i'm just now headin out,0,0.0,0.020618556701030927,1,97,18
mmm so yummy babe   nice jolt to the suzy,0,0.0,0.0,0,41,9
where are you lover ? i need you,0,0.0,0.03125,0,32,8
we tried to contact you re your reply to our offer of a video handset? 750 anytime networks mins? unlimited text? camcorder? reply or call 08000930705 now,1,0.09090909090909091,0.025974025974025976,2,154,27
i m parked next to a mini  when are you coming in today do you think?,0,0.0,0.014492753623188406,0,69,16
yup,0,0.0,0.0,0,3,1
anyway i'm going shopping on my own now. cos my sis not done yet. dun disturb u liao.,0,0.0,0.047058823529411764,1,85,18
my no. in luton 0125698789 ring me if ur around! h,0,0.2,0.04,0,50,11
hey i am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1,0.10743801652892562,0.0,0,121,25
why you dint come with us.,0,0.0,0.038461538461538464,0,26,6
same. wana plan a trip sometme then,0,0.0,0.02857142857142857,0,35,7
"not sure yet, still trying to get a hold of him",0,0.0,0.02127659574468085,0,47,11
ur ringtone service has changed! 25 free credits! go to club4mobiles.com to choose content now! stop? txt club stop to 87070. 150p wk club4 po box1146 mk45 2wt,1,0.11949685534591195,0.03773584905660377,2,159,28
the evo. i just had to download flash. jealous?,0,0.0,0.06382978723404255,0,47,9
ringtone club get the uk singles chart on your mobile each week and choose any top quality ringtone! this message is free of charge.,1,0.0,0.015151515151515152,1,132,24
"come to mu, we're sorting out our narcotics situation",0,0.0,0.03773584905660377,0,53,9
"night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay.",0,0.0,0.02040816326530612,0,147,29
hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. play now! send hmv to 86688 more info,1,0.06870229007633588,0.022900763358778626,1,131,25
"usf i guess, might as well take 1 car",0,0.02702702702702703,0.02702702702702703,0,37,9
